column,level,n,pct
ProcedureSummary,"חדר שמאלי בגודל והתכווצות גלובלית ואיזורית תקינה (בנוכחות הפרעת קצב), הפרטרופיה קונצנטרית ניכרת, חדר ימני מעובה בגודל והתכווצות תקינה , פרוזודרים מורחבים מאוד. שורש אאורטה מורחבת, טבעת מסתם מיטרלי ומסתם אאורטלי מעט מסוידים פתיחתם תקינה. אי ספיקה מיטרלית קלה עד בינונית, אי ספיקה טריקוספידלית עד קשה. עדות ליתר לחץ דם ריאתי, IVC מורחב ללא תגובה רספירטורית וגודש ורידי.",1,0.16
ProcedureSummary,"חדר שמאלי מורחב במידה קשה, התכווצותו הגלובלית ירודה במידה קשה, חדר ימין מורחב תפקודו מופחת במידה קשה עם אלקטרודות קוצב בחללים ימניים, הרחבה של האורטה העולה, מסתם אורטלי מסוייד ללא הצרות, מסתם מירטלי מעובה עם אי ספיקה מיטרלית קלה לבינונית, אי ספיקה טריקוספידלית בינונית לקשה, לחץ דם ריאתי מוגבר במידה קשה, הגדלה בינונית של העליה השמאלית, הגדלה של העליה הימנית. IVC רחב עם ירידה בשינויים הנשימתיים וזרימה הפוכה בורידי הכבד.",1,0.16
ProcedureSummary,"חדר שמאל בגודל תקין, היפרטרופיה קלה של הספטום, התכווצותו הגלובלית תקינה, חדר ימין מורחב עם תפקוד יירוד במידה בינונית, הרחבה קלה של עליה שמאלית וימנית, מסתם אאורטלי תותב מכני עם תפקוד תקין, מסתם מיטרלי תותב מכני עם תפקוד תקין, מסתם טריקוספידלית לאחר תיקון עם דלף מינימלי, לחץ דם ריאתי מוגבר במידה בינונית.",1,0.16
ProcedureSummary,"הדמיה קשה טכנית. חדר שמאלי בגודל תקין, ספטום מעובה במידה קלה, התכווצות גלובלית ואיזורית תקינה, חדר ימני בגודל והתכווצות תקינה, אי ספיקה אורטלית קלה, אי ספיקה מיטרלית וטריקוספידלית מינימלית, אין עדות ליתר לחץ דם ריאתי, הגדלה בינונית של העליה השמאלית. הרחבה של הסינוסים האורטלים.",1,0.16
ProcedureSummary,"חדר שמאל בגודל ותפקוד תקין. עיבוי של הספטום הבזאלי. אי ספיקה מיטרלית עד בינונית, הגדלה קלה של העליה השמאלית. תבנית המילוי פסאודונורמלית. חדר ימני עם תפקוד תקין. אי ספיקה טריקוספידלית קלה עד בינונית. לחץ ראתי מוגבר במידה קלה.",1,0.16
ProcedureSummary,"חדר שמאלי בגודל תקין, התכווצות גלובלית מופחתת במידה קלה, אקינזיה אינפריורית אחורית ספטובזאלית וספטואפיקלית, חדר ימני בגודל והתכווצות תקינה, מסתם אורטלי מסוייד , אי ספיקה קלה, אי ספיקה מיטרלית וטריקוספידלית קלה, אין עדות ליתר לחץ דם ריאתי, הגדלה קלה של העליה השמאלית.",1,0.16
ProcedureSummary,"חדר שמאלי מורחב במידה קלה, דפנותיו מעובים, התכווצות גלובלית תקינה, חדר ימני בגודל והתכווצות תקינה, מסתם אורטלי מסוייד במידה קשה, היצרות אאורטלית קלה, אי ספיקה אורטלית קלה, מסתם מיטרלי מסוייד, אי ספיקה מיטרלית בינונית, תיתכן תת הערכה, אי ספיקה טריקוספדלית בינונית, לחץ דם ריאתי מוגבר במידה קשה, הגדלה קשה של העליה השמאלית.",1,0.16
ProcedureSummary,"חדר שמאל מורחב במידה קלה (יכול להיות תקין ביחס לBSA) , דפנותיו מעובות במידה קלה, תפקודו הסיסטולי הגלובלי של חדר שמאל מופחת במידה קלה עם היפוקינזיה אפיקלית, מיד אינפריות ואקינזיה תחתונה בזאלית, תנועה אבנורמלית של הספטום לפרקים, לא ניתן לקבוע תפקוד דיאסטולי, עליות מורחבות במידה קלה חדר ימין בגודל ותפקוד תקינים , ל""ד ריאתי מוערך מוגבר במידה קלה (תתכן תת הערכה בשל סיגנל דופלר לא מלא) מסתם אאורטלי מסוייד עם דלף מינימלי ללא הצרות, אנולוס מיטראלי מסוייד ללא הצרות, דלף מיטראלי וטריקוספידלי קל. מודגם",1,0.16
ProcedureSummary,"חדר שמאל ברוחב תקין עם תפקוןד גלובלי ירוד במידה בינונית-קשה. אקינזיה ספטלית ותחתונה, היפוקינזיה של שאר הדפנות. חדר ימין בגודל ותפקוד. הסתיידות של הטבעת המיטרלית ושל המסתם האורטלי. אי ספיקה מיטרלית וטריקוספידלית קלה. לחץ דם ריאתי מוגבר במידה בינונית. עליה שמאלית מורחבת במידה קלה. אלקטרודת קוצב בחללי ימניים. הודגם תפליט פלאורלי דו צדדי.",1,0.16
ProcedureSummary,"פרפור פרוזדורים. חדר שמאלי בגודל תקין, ספטום היפרטרופי, התכווצותו גלובלית ואיזורית תקינה, חדר ימין תקין בגודלו ותפקודו, מסתם אורטלי מסוייד, עם היצרות קלה-בינונית , אי ספיקה אורטלית קלה, טבעת מסתם מיטרלי מסויידת, אי ספיקה מיטרלית קלה עד בינונית , אי ספיקה טריקוספדלית קלה עד בינונית, לחץ דם ריאתי מוגבר במידה בינונית, הגדלה של העליה השמאלית וימנית. הודגם נוזל פלאורלי מצד ימין.",1,0.16
ProcedureSummary,"חדר שמאל מורחב במידה קשה , תפקודו הסיסטולי הגלובלי ירוד במידה קשה עם אקינזיה אפיקלית,ספטאלית ואחורית בזאלית השאר היפוקינטי, תבנית המילוי הדיאסטולי רסטרקטיבית ,עליה שמאל מורחבת במידה קלה. חדר ימין מורחב עם תפקוד סיסטולי ירוד במידה קשה, ל""ד ריאתי מוערך מוגבר במידה קשה מסתם אאורטלי מעובה עם דלף מינימלי ללא הצרות, דלף מיטראלי קל+ (למרות TETHERING של עלה אחורי). דלף טריקוספידלי בינוני. אלקטרודות קוצב בחללים הימניים.",1,0.16
ProcedureSummary,"חדר שמאלי בגודל תקין, התכווצותו גלובלית ואיזורית שמורה, התכווצות אסיכרונית, חדר ימני בגודל והתכווצות תקינה, אי ספיקה מיטרלית מינימלית, אי ספיקה טריקוספידלית קלה עד בינונית, לחץ דם ריאתי מוגבר במידה בינונית, ללא הגדלה של העליה השמאלית.",1,0.16
ProcedureSummary,"בדיקה קשה מאד טכנית ומוגבלת חדר שמאל בגודל תקין קשה להעריך את תפקודו הגלובלי הרושם כי ירוד במידה בינונית, יש דחיקה של הספטום הבינחדרי כביטוי לעומס מימין. חדר ימין מורחב עם תפקוד מופחת במידה בינונית. מסתם מיטרלי לאחר תיקון עם מפל לחצים מוגבר על פניו (בדומה לבדיקה מ11.2020), דלף המוערך כקל-בינוני (תיתכן תת הערכה), דלף טריקוספידלי קשה. לחץ דם ראתי מוגבר במידה קשה. הרחבה קלה של העליה השמאלית. הודגמה אלקטרודת קוצב בחדר ימין.",1,0.16
ProcedureSummary,"חדר שמאל ברוחב תקין, תפקודו הגלובלי והאיזורי תקין. חדר ימין בגודל ובתפקוד תקין. המסתם האאורטלי לאחר TAVI עם תפקוד תקין ללא דליפה. האנולוס המיטרלי מסוייד במידה קשה עם היצרות קלה. דליפה טריקוספידלית קלה, עדות ליתר לחץ דם ריאתי קל. עלייה שמאלית מורחבת. אלקטרודת קוצב בחללים הימניים.",1,0.16
ProcedureSummary,"איכות הדמיה מוגבלת חדר שמאל בגודל תקין, תפקודו הסיסטולי הגלובלי ירוד במידה קלה עד בינונית באופן דיפוזי, לא ניתן לקבוע תפקוד דיאסטולי, עליה שמאל מורחבת במידה קלה חדר ימין בגודל תקין עם תפקוד שמור ל""ד ריאתי מוגבר במידה קלה (תתכן תת הערכה של החומרה) מסתם אאורטלי במבנה תקין עם דלף מינימלי ללא הצרות, תותב ביולוגי בעמדה מיטראלית עם תפקוד תקין, דלף טריקוספידלי עד בינוני . סכום - בהשוואה לאקו קודם מה12/10/2015 יש ירידה בולטת בתפקוד הסיסטולי של חדר שמאל (באופן דיפוזי) ובנוכחות MULTIPLE MYELOMA (ל",1,0.16
ProcedureSummary,"חדר שמאלי בגודל תקין, היפרטרופיה קלה של הספטום, התכווצות גלובלית ואיזורית תקינה, חדר ימני בגודל והתכווצות תקינה, מסתם אורטלי מסויד עם הצירות קלה לבינונית ודלף קל. טבעת מסתם מיטרלי מסוידת עם מפל לחצים מוגבר על פני המסתם ודלף בינוני, דלף טריקוספידלי קל, לחץ דם ריאתי מוגבר במידה בינונית, הגדלה בינונית של העליה השמאלית. עליה ימין לא מוגדלת. הודגם תפליט פריקרדיאלי בכמות מינימלית. תפליט פלאורלי משמאל ומימין,",1,0.16
ProcedureSummary,"חדר שמאלי מעובה, עם התכווצות גלובלית תקינה, אקינזיה אחורית לטרלית עם מעורבות אינפריורית, הדופן הקידמית והספטלית היפרדינמית, תבנית המילוי רסטריקטבית, חדר ימני בגודל והתכווצות תקינה, אי ספיקה מיטרלית בינונית קשה, סילון אקסצנטרי לטרלי אחורי משני לרטרקציה של העלה האחורי, אי ספיקה טריקוספידלית קלה עם יתר לחץ דם ריאתי בחומרה בינונית (תיתכן תת הערכה של חומרת הלחץ הריאתי), עליה שמאלית מורחבת.",1,0.16
