column,level,n,pct
ProcedureSummary,"חדר שמאלי בגודל תקין, תפקודו הגלובלי שמור, היפוקינזיה ספטלית, תבנית המילוי מתאימה להפרעה ברילקסציה, חדר ימני בגודל והתכווצות תקינה, מסתם אוטרלי מסויד ללא דלף או הצירות, דלף מיטרלי קל,דלף טריקוספידלי קל, לחץ דם ריאתי תקין , עליות בגודל תקין",1,0.16
ProcedureSummary,"חדר שמאלי ברוחב תקין, דפנותיו בעובי תקין, תפקודו הגלובלי תקין, תבנית המילוי פסאודונורמאלית, חדר ימין ברוחב ותפקוד תקין. פרוזדורים מורחבים. מסתם אאורטלי מעט מסויד, פתיחתו טובה, דלף אאורטלי קל. אנולוס מיטרלי מסויד, דלף מיטרלי בינוני, דלף טריקוספידלי קל- בינוני, לחץ ריאתי מוגבר במידה בינונית. הודגם תפליט פריקרדיאלי מינימלי",1,0.16
ProcedureSummary,"חדר שמאל מורחב במידה קלה, תפקודו הגלובלי מופחת במידה בינונית, אקינזיה אחורית אינפריורית , אנטרו ולטרואפיקלית, חדר ימין בגודל ותפקוד תקין , עליה שמאלית לא מורחבת, אי ספיקה אאורטלית קלה, אי ספיקה מיטרלית וטריקוספידלית קלה, לחץ דם ראת מוגבר במידה קלה, אלקטרודת קוצב בחדר ימין",1,0.16
ProcedureSummary,"חדר שמאלי בגודל תקין, התכווצותו הגלובלית תקינה, אקינזיה אינפרו-באזלית, ספטום באזלי מעובה, העליה השמאלית בגודל תקין, האוזנית והורידים הפולמונריים נקיים, הודגמה אלקטרודת קוצב בחללים הימניים, המחיצה בין עלייתית ללא פגם, המסתם המיטרלי עדין עם עיבוי קל בקורדה טנדינאי, אין עדות לוגטציות בארבעת המסתמים, אי ספיקה מיטרלית קלה עד בינונית, אי ספיקה טריקוספידלית קלה, האורטה העולה והיורדת ברוחב תקין, עם אטרומות דרגה 1 באורטה היורדת.",1,0.16
ProcedureSummary,"חדר שמאל מורחב במידה קלה, תפקודו הגלובלי מופחת במידה קשה (ראה פיזור איזורי), חדר ימין מורחב תפקודו שמור, הרחבה של עליה שמאלית וימנית, מסתם אאורטלי מסוייד, היצרות אאורטלית קשה, הסתידות בינונית בטבעת המסתם המיטרלי, אי ספיקה מיטרלית קלה-בינונית, אי ספיקה טריקוספידלית בינונית, לחץ דם ראתי מוגבר במידה קשה, אלקטרודת קוצב בחדר ימין .",1,0.16
ProcedureSummary,"קשה טכני, ליד מיטת החולה. חדר שמאל מורחב במידה קשה התכווצותו הגלובלית ירודה במידה קשה,עם אקינזיה אפיקלית נרחבת, ספטאלית , תחתונה ומיד-אנטריורית. תבנית המילוי הדיאסטולי מתאימה להפרעה ברלקסציה, עליה שמאל מורחבת במידה בינונית. חדר ימין בגודל ותפקוד תקינים עם ל""ד ריאתי מוגבר במידה קלה. מסתם אאורטלי במבנה ותפקוד תקינים עם דלף מינימלי, דלף מיטראלי קל עד בינוני, דלף טריקוספידלי מינימלי. אחקטרודות קוצב בחללים הימניים.",1,0.16
ProcedureSummary,"חדר שמאלי בגודל תקין, התכווצות גלובלית ירודה במידה קשה, אקינזיה אפיקלית, היפוקינזיה ספטלית, תבנית המילוי פסאודונורמאלית, חדר ימני מורחב במידה קלה התכווצות תקינה, מסתם אורטלי מסוייד ללא הצרות, אי ספיקה מיטרלית קלה, אי ספיקה טריקוספידלית בינונית , לחץ דם ריאתי מוגבר במידה קשה, הגדלה קלה של העליה השמאלית וימנית, אלקטרודת קוצב בחדר ימין .",1,0.16
ProcedureSummary,"חדר שמאלי בגודל תקין, עיבוי קל של מחיצה בין חדרית, דפנות אינן דקות. התכווצות גלובלית מופחת במידה קשה. הרוב אקינטי למעט היפוקינזיה קשה של חלקים בזלים וחלקים אמצעיים של דופן אחורית וצדדית. עליה שמאל מוגדלת בינוני. חדר ימני מורחב התכווצותו מופחתת במידה קשה, עליה ימין מוגדלת קל. עלי מסתם אאורטלי מעובים קל, דרכם אי ספיקה קלה. עלי מסתם אאורטלי מעובים קל ומסויידים, דרכם אי ספיקה בינונית עם סילון אקסצנטרי בעל נטיה מדיאלית. אי ספיקה טרקיוספידלית קלה לבינונית, לחץ דם ריאתי מוגבר במידה בינונית.",1,0.16
ProcedureSummary,"חדר שמאל תקין בגודלו ותיפקודו, ספטום מעובה במידה קלה. חדר ימין מורחב והיפוקינטי,הודגמה השטחה של ספטום בין חדרי (צורת D בדיאסטולה) עליות מורחבות - השמאלית במידה קלה והימנית במידה בינונית. בעמדה אורטלית מסתם תותב TAVI עם מפל 15/7 תקין. טבעת מסתם מיטרלי מסויידת עם מםל קטן 8/3 . אי ספיקה מיטרלית קלה מאד טריקוספידלית קלה+, לחץ ריאתי מוגבר במידה קשה מאד 103 ממ""כ. IVC מורחב ללא תמט. הפרעה דיאסטולית קלה-בינונית. נוזל פריקרדיאלי בכמות קטנה+ ללא סימני לחץ (ללא שינוי משמעותי מ 8.5.13 ).",1,0.16
ProcedureSummary,"חדר שמאל בגודל תקין, הפרטרופי , התכווצות גלובלית תקינה, עליה שמאלית מורחבת במידה בינונית, חדר ימני תקין בגודל ותיפקוד, טבעת מסתם מיטרלי מסויד, מסתם מיטרלי מסויד אי ספיקה מיטרלית בינונית, מסתם אאורטלי מסויד, א ספיקה טריקוספידלית בינונית, לחץ דם ריאתי מגבר במידה קשה.",1,0.16
ProcedureSummary,"חדר שמאלי מורחב בינונית, הפרטרופי בינונית, תפקודו הגלובלי שמור, הפחתה של הספטום. חדר ימין מורחב ומופחת בינוננית בתפקודו. פרוזדור שמאלי מורחב במידה קשה, מפרוזדור ימני מורחב בינונית. שורש האאורטה והאאורטה העולה מורחבים, קשת האאורטה ברוחב תקין. אנולוס מיטרלי מסוייד, מסתם מיטרלי סקלרוטי עם FLAIL צשל העלה הקידמי. דלף מיטרלי קשה. מסתם אאורטלי מסוייד, מוצר, שטח מחושב כ 1.4 סמ""ר, דלף קל. מסתם טריקוספידלי לאחר תקיון, הודגם דלף בינוני, לחץ ריאתי מוגבר במידה קשה IVC מורחב כמעט ללא תמט. הודגמה מיי",1,0.16
ProcedureSummary,"חדר שמאלי בגודל תקין, ספטום היפרטרופי, התכווצותו הגלובלית ואיזורית תקינה, דחיקה ספטלית כסימן לעומס מימין. בכמה פעימות רושם של SEPTAL BOUNCE, חדר ימני מורחב תפקודו מופחת במידה בינונית, מסתם אורטלי מעובה, טבעת המסתם המיטרלי מעט מסויידת, אי ספיקה מיטרלית קלה, אי ספיקה טריקוספידלית בינונת , לחץ דם ריאתי מוגבר במידה קשה, הגדלה קלה של העליה השמאלית, הגדלה של העליה הימנית. מיימת. תבנית מילוי רסטריקטיבית בTDI מהירויות נמוכות. קרדיומיופטיה רסטריקטיבית?",1,0.16
ProcedureSummary,"חדר שמאלי מורחב, היפרטרופי, התכווצות גלובלית ירודה במידה קשה, אקינזיה תחתונה אחורית ספטלית, חדר ימני מורחב עם ירידה קלה בהתכווצות, אלקטרודת קוצב בחללים ימניים, מסתם אורטלי מסוייד עם היצרות קלה, מסתם מיטרלי מסוייד, אנולוס מסוייד, דלף קל, דלף קל לבינוני של טריקספיד, עדות ליתר לחץ דם ריאתי בינוני, הגדלה קשה של העליה השמאלית. הגדלה של עליה ימין. מתאים ללחצי מילוי גבוהים של חדר שמאל.",1,0.16
ProcedureSummary,"בדיקה בשכיבה על גב.איכות הדמיה מוגבלת חדר שמאל מורחב במידה קלה עד בינונית (ביחס לBSA), תפקודו הסיסטולי הגלובלי מופחת במידה בינונית עם אנאוריזמה אחורית ותחתונה בזאלית ואקינזיה אינפרוספטאלית ומיד אינפריורית, היפוקינזיה אנטרוספטאלית (ראה תרשים , לציין קיר לטראלי לא מודגם היטב) . תבנית המילוי הדיאסטולי פסאודונורמלית , עליה שמאל מורחבת במידה קלה חדר ימין בגודל תקין עם תפקוד סיסטולי שמור, ל""ד ריאתי מוערך מוגבר במידה קשה . מסתם אאורטלי מעט מעובה ללא דלף או הצרות , מסתם מיטראלי עם TETHERING של ע",1,0.16
ProcedureSummary,"חדר שמאלי בגודל תקין תפקודו הגלובלי הסיסטולי תקין ללא הפרעהאזורית תבנת מילוי דיאסטולי מתאימה להפרעה בהרפי. חדר ימין בגודל ותפקוד תקינים עליה שמאלית ברוחב תקין מסתם אאורטלי מסוייד עם דלף מנימלי ללא הצרות מסתם מטרלי עם טבעת מסויידת דרכו דלף קל מסתם טריקוספידלי עם דלף מנימלי לא ניתן לקבוע לחץ דם ראתי סיסטולי בהעדר סגנל TR מספק ללא תפליט פריקרדיאלי אאורטה עולה לא מודגמת היבט , שורש האאורטה ברוחב תקין",1,0.16
ProcedureSummary,"חדר שמאלי מורחב עם התכווצות גלובלית מופחתת במידה בינונית קשה, תבנית מילוי רסטריקטיבית, חדר ימני תקין, מסתם אורטלי מסויד עם התכות קשה, אי ספיקה מיטרלית וטריקוסםידלית קלה עם יתר לחץ דם ריאתי קל. תפליט פריקרדיאלי קטן ולאורלי דו צדדי.",1,0.16
ProcedureSummary,"בדיקה בוצעה בזמן הפרעות קצב - פרפרו פרוזדורים ו- VPB'S. חדר שמאלי בגודל והתכווצות גלובלית ואיזורית תקינה, עיבוי קל של הספטום. חדר ימני בגודל והתכווצות תקינה, מסתם אורטלי מסוייד עם הצרות קשה ודליפה קלה, מסתם מיטרלי לאחר תיקון עם מפל לחצים תקין על פניו, ודליפה קלה, אי ספיקה טריקוספידלית קלה, אין עדות ליתר לחץ דם ריאתי, הגדלה של העליה השמאלית והרחבה קלה של האאורטה העולה.",1,0.16
ProcedureSummary,"חדר שמאל מורחב במידה קלה, היפרטרופיה קלה, תפקודו הגלובלי מופחת במידה בינונית-קשה, אקינזיה אחורית אינפריורית ולטרלית, סגמנט אינפרובזאלי אנאוריזמטי, תבנית המילוי פסאודונורמאלית, חדר ימין בגודל ותפקוד תקין , הרחבה של עליה שמאלית, מסתם אאורטלי מסוייד, אי ספיקה אאורטלית מינימלית , אי ספיקה מיטרלית וטריקוספידלית קלה, לחץ דם ראתי מוגבר במידה בינונית, אלקטרודת קוצב בחדר ימין",1,0.16
ProcedureSummary,"חדר שמאל מורחב במידה קשה עם תפקוד מופחת במידה קשה, אקינזיה אינפרו פוסטרו לטרלי והיפוקינזיה של השאר ,חדר ימני מורחב עם תפקוד מופחת במידה בינונית,מסתם אורטלי תותב ביולווגי עם מפל לחצים תקין על פניו ודלף פרה וולוולרי קל עד בינוני, דלף מיטרלי קשה, עקב רסטריקציה של העלה האחורי, דלף טריקוספידלי בינוני, לח""ד ריאתי מוגבר במידה קלה( תתכן תת הערכה), IVC רחב ללא הענות נשימתית, עליות מוןרחבות, אלקטרודת קוצב בחללים ימניים,",1,0.16
ProcedureSummary,"בדיקה בוצעה בפרפור פרוזדורים. חדר שמאלי בגודל תקין, ספטום מעובה במידה בינונית,תפקודו הסיסטולי הגלובלי שמור,מודגמת דיסקנזיה אינפרובאזלית,אקינזיה ספטובזאלית ופוסטרובזאלית. לא ניתן לקבוע תפקוד דיאסטולי. עליה שמאלית מורחבת במידה בינונית.חדר ימני בגודל והתכווצות תקינה, מסתם אורטלי מסוייד, דרכו אי ספיקה מנימלית , ללא הצרות, אי ספיקה מיטרלית קלה , אי ספיקה טריקוספידלית קלה עד בינונית, לחץ דם ריאתי מוגבר במידה קשה. IVC מורחב ואינו עובר תמט נשימתי באינספיריום. ללא עדות לתפליט פריקרדיאלי.",1,0.16
ProcedureSummary,"חדר שמאלי מורחב במידה קלה, דפנותיו מעובים במידה קלה, התכווצות גלובלית ואיזורית ירודה במידה קלה , אהיפוקינזיה אחורית אינפריורית, חדר ימני מורחב, התכווצות ירודה במידה בינונית, אי ספיקה אורטלית מינימלית, מסתם מיטרלי לאחר תיקון (חשד להתנתקות של טבעת התיקון), אי ספיקה מיטרלית קלה, אי ספיקה טריקוספידלית קשה, לחץ דם ריאתי מוגבר במידה קשה, הגדלה קשה של העליה השמאלית וימנית, IVC מורחב ללא שינוי נשימתי, הודגמה מיימת",1,0.16
ProcedureSummary,"בדיקה קשה טכנית, מטופלת עם עודף מישקל וCPAP. חדר שמאל תקין בגודלו ותיפקודו, דפנותיו מעובים, חדר ימין מורחב והיפוקינטי, עלי מסתם אורטלי מסויידים פתיחתם שמורה, טבעת מסתם מיטרלי מסויידת, אי ספיקה מיטרלית מינימלית טריקוספידלית עד בינונית, לחץ ריאתי מוגבר במידה קשה מאוד, IVC מורחב ללא תמט, הפרעה דיאסטולית עם תבנית מילוי רסטרקטיבית ורושם ללחצי מילוי גבוהים של חדר שמאל.",1,0.16
ProcedureSummary,"חדר שמאל בגודל תקין. קיימת היפוקיניזיה תחתונה עם תפקוד סיסטולי כולל של חדר שמאל תקין. הפרעה דיאסטולית דרגה III. חדר ימין מורחב ותפקודו הסיסטולי ירוד במידה קלה. עליות מורחבות. עלי מסתם אאורטלי מסויידים, דרך המסתם אי ספיקה קלה. טבעת מסתם מיטרלי מסויידת, דרך המסתם אי ספיקה קלה עד בינונית. אי ספיקה טריקוספידלית בינונית. נמדד יתר לחץ דם ריאתי מוגבר במידה קשה. קיים תפליט פריקרדיאלי קטן, ללא משמעות המודינמית בעיקר סמוך לימין.",1,0.16
ProcedureSummary,"בדיקה טכנית קשה הדמיה ירודה ב-TTE חדר שמאל בגודל תקין, היפרטרופי, תפקודו הגלובלי שמור, הפרעה אינפרובזאלית, תבנית המילווי פסאודונורמאלית, חדר ימין בגודל ותפקוד תקין, הרחבה בינונית של עליה שמאלית, מסתם אאורטלי מסוייד, אי ספיקה מינימלית, אי ספיקה מירטלית קלה, STRAND זעיר 2 מ""מ באספקט העליתי של המסתם (ממצא לא ספציפי, בגלל הספור הקליני לשקול ביקורת TEE בעוד שבועיים ), אי ספיקה טריקוספידלית מינימלית , לא הודגם טרומבוס בחללי הלב , לא הודגם PFO, טרשת קלה באאורטה היורדת ללא מרכיב מובילי.",1,0.16
ProcedureSummary,"חדר שמאל מורחב במידה קלה, תפקודו הגלובלי מופחת במידה קלה-בינונית, אקינזיה אחורית לטרלית היפוקינזיה אינפריורית , חדר ימין מורחב במידה קלה, תפקודו מופחת במידה קלה, הרחבה בינונית של עליה שמאלית, מסתם אאורטלי תותב עם תפקוד תקין, אי ספיקה אאורטלית מינימלית, אי ספיקה מיטרלית קלה, אי ספיקה טריקוספידלית קלה, לחץ דם ראתי מוגבר במידה בינונית, הרחבה קלה של האאורטה העולה.",1,0.16
ProcedureSummary,"חדר שמאל בגודל תקין, ההתכווצותו גלובלית ירודה במידה קשה עם אקינזיה נרחבת (התכווצות רק של סגמנטים בזאליים) . לא ניתן להעריך תפקוד דיאסטולי בבדיקה זו, רושם ללחצי מלוי מוגברים. עליה שמאל מורחבת במידה קלה, עליה ימין מורחב. חדר ימין מורחב עם תפקוד ירוד במידה בינונית, ל""ד ריאתי מוגבר במידה קשה. מסתם אורטלי מסוייד ללא דלף או הצרות. יש TENTING של שני העלים של המתםס המיטראלי עם דלף עד בינונית (לא כומת כראוי בבדיקה זו). אי ספיקה טריקוספדלית קשה. הודגמה אלקטרודת קוצב בחללים ימניים.",1,0.16
ProcedureSummary,"חדר שמאל ברוחב תקין, היפרטרופיה קשה, תפקודו הגלובלי תקין. חדר ימין בגודל ובתפקוד תקין. אלקטרודת קוצב בחללים ימניים. המסתם האאורטלי מסוייד, פתיחתו תקינה. המסתם המיטרלי תותב ביולוגי עם מפל מעט מוגבר בדומה לבדיקה קודמת. המסתם הטריקוספידלי לאחר תיקון עם מפלים תקינים ודליפה קלה, עדות ליתר לחץ דם ריאתי בחומרה בינונית לקשה. עליות מורחבות. תפליט פריקרדיאלי קטן. תפליט פלאורלי משמאל.",1,0.16
ProcedureSummary,"בדיקת TEE לפני היפוך חשמלי מתוכנן עליה שמאל מורחבת במידה קשה, ללא עדות לטרומבוס בעליה/אוזנית, ללא עדות לPFO חדר שמאל עם חלל בגודל תקין ,הספטום מעובה במידה בינונית, תפקודו הסיסטולי הגלובלי תקין ללא הפרעה אזורית ,לא ניתן לקבוע תפקוד דיאסטולי חדר ימין בגודל ותפקוד תקינים , ל""ד ריאתי מוערך מוגבר במידה בינונית מסתם אאורטלי תלת עלי מסוייד , מודגם ממצא מובילי קטן (באורך כ6 מ""מ) צמוד לעלה קורונרי שמאל שנראה כפיברואלסטומה, דלף אאורטלי מינימלי ללא הצרות, אנולוס מיטראלי מסוייד במידה קשה , המפלים הד",1,0.16
ProcedureSummary,"חדר שמאל בגודל תקין ,תפקודו הסיסטולי הגלובלי תקין עם השטחה של הספטום הבין חדרי (D SHAPE) משנית לעומס נפח ולחץ של חדר ימין, לא ניתן לקבוע תפקוד דיאסטולי, עליה שמאל מורחבת במידה קלה, מודגם התקן מסוג AGA OCLLUDER הסוגר את האוזנית, עליה ימין מורחבת חדר ימין מורחב במידה קשה, תפקודו הסיסטולי הגלובלי ירוד במידה בינונית, ל""ד ריאתי מוערך מוגבר במידה קשה מסתם אאורטלי מסוייד קלות ללא דלף או הצרות, דלף מיטראלי קשה (משנית לTETHERING של העלה האחורי), דלף טריקוספידלי קשה (משנית להרחבה של האנולוס)",1,0.16
ProcedureSummary,"חדר שמאלי מורחב במידה קלה, והתכווצות גלובלית ירודה במידה קשה, אקינזיה אחורית אינפריורית ולטרלית, היפוקינזיה של שאר הדפנות, חדר ימני בגודל תקין והתכווצות ירודה במידה בינונית, אי ספיקה אורטלית קלה, אי ספיקה מיטרלית קלה עד בינונית, אי ספיקה טריקוספדלית קלה, לחץ דם ריאתי מוגבר במידה קלה, הגדלה קלה של העליה השמאלית. ירידה בתפקוד חדר שמאל לעומת בדיקה מ-2011",1,0.16
ProcedureSummary,"חדר שמאלי ברוחב תקין, התכווצותו גלובלית ירודה במידה קלה הודגמה תנועה פראדוקסלית של הספטום, אקינזיה ספטובזאלית ואינפרובזאלית, חדר ימני מורחב במידה בינונית, תפקודו הגלובלי מופחת במידה קשה, עליות מוגדלות במידה בינונית. מסתם מיטרלי מעובה ללא היצרות עם אי ספיקה בינונית-קשה. מסתם אורטלי מסוייד עם היצרות קשה לפי חישוב שטח מסתם ואי ספיקה קלה. אי ספיקה טריקוספידלית קשה. לחץ ריאתי מוגבר במידה בינונית. IVC רחב ללא קולפס נשימתי. היפוך זרימה בוורידי הכבד. הודגם נוזל פלאורלי מימין ונוזל בחלל הבטן. הרחבה קלה",1,0.16
ProcedureSummary,"חדר שמאלי מורחב עם ירידה גלובלית קשה בתיפקודו, היפרטרופיה בינונית, אקינזיה תחתונה אחורית, אנאוריזמה תחתונה בזלית, חדר ימין מורחב עם ירידה קשה בתיפקודו, אלקטרודות קוצב בחללים ימניים, מסתם אורטלי מסוייד, דלף קל, דלף מיטרלי קל לבינוני, דלף קל של טריקספידלי, עדות ליתר לחץ דם ריאתי בינוני, הגדלה קלה של העליה השמאלית והימנית, מתאים ללחצי מילוי גבוהים של חדר שמאל. תפליט פלואורלי, תפליט קטן פריקרדיאלי. טרשת באורטה היורדת ובקשת.",1,0.16
ProcedureSummary,"חדר שמאלי בגודל תקין, היפרטרופי, תפקודו הגלובלי תקין, תבנית המילוי פסאודונורמאלית, חדר ימני בגודל והתכווצות תקינה, מסתם אורטלי מסוייד דלף קל עד בינוני, טבעת ומסתם מיטרלי מסויידים, דלף מיטרלי בינוני, דלף טריקוספידלי קל, לחץ דם ריאתי מוגבר במידה קשה, IVC מורחב, אין עדות ליתר לחץ דם ריאתי, הגדלה קלה של העליה השמאלית. הודגמה אלקטרודת קוצב בחללים ימנים Electrode in RV.",1,0.16
ProcedureSummary,"חדר שמאלי מוחרב עם התכווצות גלובלית שמורה, אקינזיה תחתונה אחורית קלה. חדר ימני בגודל והתכווצות תקינה, מסתם אורטלי מסוייד, אנולוס מיטרלי מסוייד, עלים מעובים דלף קשה מרכזי. דלף קל לבינוני של טריקספיד, עדות ליתר לחץ דם ריאתי קשה, הגדלה בינונית של העליה השמאלית.",1,0.16
ProcedureSummary,"חדר שמאלי בגודל תקין, ספטום בזלי מעובה, התכווצותו הגלובלית ואיזורית תקינה, חדר ימין תקין בגודל ותפקוד, מסתם אורטלי מסוייד ללא הצרות, אי ספיקה אורטלית מינימלית, אי ספיקה מיטרלית קלה, אי ספיקה טריקוספידלית קלה, לחץ דם ריאתי מוגבר במידה עד בינונית, הגדלה קלה של העליה השמאלית, הגדלה של העליה הימנית. הודגם תפליט פלוירלי לא גדול מימין. הודגם ממצא מובילי עם גבי המסתם האורטלי בכיוון ה LVOT בגודל עד 5 מ""מ, נראה פחות בולט מהבדיקה הקדומת.",1,0.16
ProcedureSummary,Preserved LV systolic function Normal right ventricle structure and function. Right sided pacemaker electrodes Left atrial enlargement No left atrial appendage thrombus seen Dilated right atrium. Mildly dilated ascending aorta Aortic sclerosis without significant stenosis Moderate aortic regurgitation Mild calcific mitral stenosis Moderate mitral regurgitation Moderate to severe tricuspid regurgitation Interference of RV pacemaker lead on septal tricuspid leaflet Moderate pulmonary,1,0.16
ProcedureSummary,"חדר שמאלי בגודל תקין, היפרטרופיה קלה של הספטום, תפקודו הגלובלי הסיסטולי תקין ואף היפרדינמי. לא ניתן לקבוע תפקוד דיאסטולי. חדר ימין בגודל ותפקוד תקינים. עליה שמאלית מורחבת במידה קלהץ. מסתם אאורטלי מסוייד תלת עלי מפתחו תקין ללא הצרות עם דלף מנימלי. מסתם מטרלי עם דלף קל. מסתם טריקוספידלי עם דלף בינוני עד קשה. לחץ דם ראתי סיסטולי מוערך כמוגבר במידה קשה IVC מורחב 25 ממ, ואינו עובר תמט נשימתי הולם באינספיריום. ללא עדות לתפליט פריקרדיאלי. אאורטה עולה מורחבת במידה קלה.",1,0.16
ProcedureSummary,"חדר שמאל תקין בגודלו, היפרטרופי קונצנטרית, תפקוד גלובאלי ירוד במידה קלה - בהשוואה לבדיקה קודמת רושם לירידה קלה בתפקוד חדר שמאל כאשר בולטת יותר היפוקינזיה קלה לטרלית וקידמית. לחצי מילוי גבוהים של חדר שמאל. חדר ימין תקין. העליה השמאלית מורחבת במידה קלה. אנולוס המסתם המטרלי מסוייד והמסתם מדגים אי-ספיקה מינימלית, מסתם אורטלי תותב ביולוגי, עלי המסתם מעובים (בהשוואה לבדיקה קודמת) אך תפקודו שמו. אי ספיקה טריקוספידלית קלה עד בינונית. יתר לחץ דם ראתי בדרגה בינונית עד קשה. הודגם נוזל פלאורלי מימין.",1,0.16
ProcedureSummary,"עליה שמאלית מורחבת. חדר ימין תקין. חדר שמאל ברוחבתקין עם תפקוד גלובלי ירוד במידה קלה עד בינונית. אקינזיה קידמית, היפוקינזיה ספטלית , טרלית ושל חלק מהאפקס. טבעת מיטרלית מסויידת. TENTING של המסתם המיטרלי עם דלף מיטרלי בינוני. טבעת מיטרלית מעט מסויידת. אס""ק אורטלית קלה. אס""ק אורטרלית מינימלית. אס""ק טריקוספידלית מינימלית. לא ניתן להעריך לחץ ריאתי . תבנית מילוי פסוידו נורמלית. הודגם נוזל פלוירלי מימין.",1,0.16
ProcedureSummary,"הדמיה עם שלילת קריש דם בעליה ואוזנית עליה שמאל , מדידות של הLAA מעבר של המחיצה הבין עליתית , מדידות לאחר הזרקת חומר ניגוד והשתל סוגר ווצ'מן עם תוצאה סופית טובה . מחיצה בין עליתית עם שנט שארי שמאל-ימין",1,0.16
ProcedureSummary,"חדר שמאל בגודל תקין, תפקודו הגלובלי מופחת במידה בינונית-קשה, אקינזיה אחורית אינפריורית ולטרלית, חדר ימין מורחב, תפקודו מופחת במידה קשה, הרחבה של עליה שמאלית וימנית, מסתם אאורטלי מסוייד, STRAND עדין באספקט אאורטלי, אי ספיקה אאורטלית קלה, TETHERING של עלי המסתם המיטרלי, אי ספיקה מיטרלית בינונית, אי ספיקה טריקוספידלית בינונית, לחץ דם ראתי תקין , אלקטרודת קוצב בחדר ימין , IVC מורחב עם שינוי נשימתי חלקי.",1,0.16
ProcedureSummary,"חדר שמאל מורחב עם ירידה גלובלית בינונית בתיפקודו, היפוקינזיה גלובלית עם אקיזניה אחורית תחתונה, ספטום היפרטרופי, תבנית מילוי רסטרקטיבית, חדר ימין תקין בגודלו ותפקודו, עליה שמאלית מורחבת במידה קלה, אי ספיקה מיטרלית וטריקוספידלית מינימלית, בשל סיגנל TR קלוש לא ניתן להעריך לחץ דם ריאתי. תפליט פלואורלי.",1,0.16
ProcedureSummary,"חדר שמאל בגודל תקין, הפרטרופי במקצת, התכווצות גלבולית תקינה, עליה שמאלית תקינה בגודלה, חללי הלב ימניים תקינים, טבעת מסתם מיטרלי מסוידת, אי ספיקה מיטרלית קלה-בינונית, מסתם אורטלי מסויד עם הצרות אאורטלית קשה, אי ספיקה אאורטלית מינימלית, אי ספיקה טריקוספידלית קלה, לחץ דם ריאתי תקין.",1,0.16
ProcedureSummary,"חדר שמאל בגודל תקין, הפרטרופי במקצת, התכווצות גלובלית אסינכרונית, ירודה במידה קלה, הפוקינזיה אינפריורית וספטלית, עליה שמאלית מורחבת במידה קלה, חדר ימני בגודל תקין עם תיפקוד שמור, מסתמים מיטרלי ואאורטלי תותבים ביולוגים, אי ספיקה מיטרלית ואאורטלית מינימלית, מסתם טריקוספידלית אחרי תיקון, אי ספיקה טריקוספידלית קלה-בינונית, לחץ דם ריאתי מוגבר במידה קלה, נוזל פריקרדיאלי בכמות קטנה. Electrode in RA, RV.",1,0.16
ProcedureSummary,"חדר שמאלי בגודל תקין, תפקודו ירוד במידה קלה בינונית, היפוקינזיה ספטלית אנטריורית ואפיקלית, תבנית המילוי רסטרקטיבית, חדר ימין תקין בגודלו ותפקודו, מסתם אורטלי מסוייד מעט, אי ספיקה אורטלית מינימלית, אי ספיקה מיטרלית קלה עד בינונית, אי ספיקה טריקוספדלית קלה, לחץ דם ריאתי מוגבר במידה קשה, הגדלה של העליה השמאלית.",1,0.16
ProcedureSummary,"חדר שמאלי בגודל והתכווצות גלובלית ואיזורית תקינה, חדר ימין תקין, מסתם אורטלי מסוייד, אנולוס מיטרלי מסוייד, דלף קל לבינוני של מיטרל, דליפה בינונית לקשה לטריקספיד, עדות ליתר לחץ דם ריאתי קשה, הגדלה קלה של העליה השמאלית. יכול להתאים ללחצי מילוי גבוהים של חדר שמאל. תפליט פלואורלי.",1,0.16
ProcedureSummary,"חדר שמאלי בגודל תקין, ספטום מעט מעובה עם תנועה אבנורמלית (קיצוב), התכווצותו הגלובלית ירודה במידה בינונית,עליה שמאלית מוגדלת במידה קלה. חדר ימני מורחב, התכווצותו ירודה במידה קלה, הרחבה קלה של העלייה הימנית. מסתם אורטלי מסוייד ללא הצרות, אי ספיקה אורטלית קלה, אי ספיקה מיטרלית קלה עד בינונית, אי ספיקה טריקוספידלית בינונית, לחץ דם ריאתי מוגבר במידה קלה. הודגם אלקטרודת קוצב בחללים ימניים.",1,0.16
ProcedureSummary,"חדר שמאלי בגודל תקין, היפרטרופי , התכווצותו הגלובלית ירודה במידה קלה, איקניהז אינפריורית , פוסטריורית, מסתם אאורטלי מסוייד עם הצרות קלה על פניו, אנולוס מיטרלי מסוייד, אי ספיקה מיטרלית מינימלית , אי ספיקה טריקוספידלית קלה, לחץ דם ריאתי מוגבר במידה קשה, העליה השמאלית מוגדלת במידה בינונית, עליה ימנית מוגדלת במידה קלה, יכול להתאים ללחצי מילוי גבוהים של חדר שמאל, חדר ימין מעט מורחב עם תיפקוד גבולי.",1,0.16
