outcome,model_name,tier,term,estimate_log,se_log,IRR,ci_lower,ci_upper,p_value,cohort_label
hospitalization,zinb_intercept_inflation,C_full_exploratory,LV_EF,-9.958416659471931,,4.732761247821653e-05,,,,full_cohort_primary
hospitalization,zinb_intercept_inflation,C_full_exploratory,TissueDopplerEERatioSeptal,-1.980965321192451,,0.13793602045896103,,,,full_cohort_primary
hospitalization,zinb_intercept_inflation,C_full_exploratory,EstimatedSysPAPressure,4.412953558896619,,82.51281040285005,,,,full_cohort_primary
hospitalization,zinb_intercept_inflation,C_full_exploratory,m/f_m,717.7002226551514,,inf,,,,full_cohort_primary
hospitalization,zinb_intercept_inflation,C_full_exploratory,LACavitySize_Moderately dilated,-270.78019239467704,,2.521486424496646e-118,,,,full_cohort_primary
hospitalization,zinb_intercept_inflation,C_full_exploratory,LACavitySize_Normal,1245.919623069742,,inf,,,,full_cohort_primary
hospitalization,zinb_intercept_inflation,C_full_exploratory,LACavitySize_Severely dilated,-225.99097685546354,,7.134536953655723e-99,,,,full_cohort_primary
hospitalization,zinb_intercept_inflation,C_full_exploratory,tricuspid_regurgitation_clin_grouped_Mild-to-mod,1389.1575697111593,,inf,,,,full_cohort_primary
hospitalization,zinb_intercept_inflation,C_full_exploratory,tricuspid_regurgitation_clin_grouped_Moderate-to-Severe,-806.1676968808774,,0.0,,,,full_cohort_primary
hospitalization,zinb_intercept_inflation,C_full_exploratory,tricuspid_regurgitation_clin_grouped_Trivial,-410.53502934677726,,5.092161003752578e-179,,,,full_cohort_primary
